10000,(-6.52362e-05,-8.59926e-05),(-5.01255e-05,-8.653e-05),0.000209585,10000,0.151202
12000,(-9.69916e-05,-5.85272e-05),(-8.10038e-05,-5.86377e-05),0.000251501,10000,0.159881
14000,(-0.00010112,-2.0966e-05),(-9.78568e-05,-2.05926e-05),0.000293418,10000,0.0328412
16000,(-0.00010853,2.02156e-05),(-9.77663e-05,2.1018e-05),0.000335335,10000,0.107938
18000,(-9.26836e-05,5.79208e-05),(-8.0748e-05,5.89895e-05),0.000377252,10000,0.119834
20000,(-5.42145e-05,8.56563e-05),(-4.97487e-05,8.67472e-05),0.000419169,10000,0.045971
22000,(-2.57309e-05,9.86529e-05),(-1.01356e-05,9.9485e-05),0.000461086,10000,0.156175
24000,(9.51452e-06,9.46871e-05),(3.12325e-05,9.49975e-05),0.000503003,10000,0.217202
26000,(4.64862e-05,7.44644e-05),(6.71927e-05,7.40617e-05),0.00054492,10000,0.207105
28000,(5.6627e-05,4.14952e-05),(9.15189e-05,4.03025e-05),0.000586837,10000,0.349123
30000,(5.78597e-05,1.48818e-06),(9.99991e-05,-4.34974e-07),0.000628754,10000,0.421832
32000,(5.0236e-05,-3.86371e-05),(9.11648e-05,-4.10971e-05),0.00067067,10000,0.410027
34000,(1.56806e-05,-7.19451e-05),(6.65459e-05,-7.46434e-05),0.000712587,10000,0.509368
36000,(-2.15401e-05,-9.2682e-05),(3.04049e-05,-9.52657e-05),0.000754504,10000,0.520092
38000,(-5.55264e-05,-9.72687e-05),(-1.10006e-05,-9.93931e-05),0.000796421,10000,0.445764
40000,(-9.77987e-05,-8.49174e-05),(-5.05014e-05,-8.63111e-05),0.000838338,10000,0.473178
42000,(-0.000123947,-5.77663e-05),(-8.12581e-05,-5.82848e-05),0.000880255,10000,0.42692
44000,(-0.000130858,-2.05083e-05),(-9.79454e-05,-2.01667e-05),0.000922172,10000,0.329144
46000,(-0.000133242,2.04205e-05),(-9.76739e-05,2.14431e-05),0.000964089,10000,0.355833
48000,(-0.000114602,5.79541e-05),(-8.04907e-05,5.93401e-05),0.00100601,10000,0.341398
50000,(-8.03513e-05,8.56171e-05),(-4.93709e-05,8.69627e-05),0.00104792,10000,0.310097
52000,(-5.10069e-05,9.86434e-05),(-9.70273e-06,9.95282e-05),0.00108984,10000,0.413137
54000,(-1.62831e-05,9.47984e-05),(3.16454e-05,9.48608e-05),0.00113176,10000,0.479285
56000,(1.50683e-05,7.4764e-05),(6.75142e-05,7.37687e-05),0.00117367,10000,0.524554
58000,(2.43231e-05,4.20187e-05),(9.16934e-05,3.9904e-05),0.00121559,10000,0.674035
60000,(2.47672e-05,2.23561e-06),(9.99962e-05,-8.69941e-07),0.00125751,10000,0.752931
62000,(1.31695e-05,-3.76993e-05),(9.09852e-05,-4.14932e-05),0.00129942,10000,0.779081
64000,(-2.05756e-05,-7.08775e-05),(6.62206e-05,-7.49322e-05),0.00134134,10000,0.868908
66000,(-5.61694e-05,-9.15623e-05),(2.99902e-05,-9.5397e-05),0.00138326,10000,0.862449
68000,(-9.10578e-05,-9.61786e-05),(-1.14329e-05,-9.93443e-05),0.00142517,10000,0.796879
70000,(-0.00013036,-8.39307e-05),(-5.08764e-05,-8.60906e-05),0.00146709,10000,0.795125
72000,(-0.000153328,-5.69377e-05),(-8.15109e-05,-5.79308e-05),0.00150901,10000,0.71824
74000,(-0.000160143,-1.98659e-05),(-9.80322e-05,-1.97405e-05),0.00155093,10000,0.621109
76000,(-0.000160016,2.08785e-05),(-9.75797e-05,2.18677e-05),0.00159284,10000,0.624438
78000,(-0.000139557,5.8258e-05),(-8.02318e-05,5.96897e-05),0.00163476,10000,0.593427
80000,(-0.000106986,8.58205e-05),(-4.89921e-05,8.71767e-05),0.00167668,10000,0.580094
82000,(-7.75829e-05,9.88136e-05),(-9.26971e-06,9.95694e-05),0.00171859,10000,0.683173
84000,(-4.3437e-05,9.50058e-05),(3.20577e-05,9.47222e-05),0.00176051,10000,0.754953
86000,(-1.55067e-05,7.50709e-05),(6.78345e-05,7.34744e-05),0.00180243,10000,0.833565
88000,(-7.45005e-06,4.24701e-05),(9.18661e-05,3.95048e-05),0.00184434,10000,0.993604
90000,(-7.93243e-06,2.85228e-06),(9.99915e-05,-1.30489e-06),0.00188626,10000,1.08004
92000,(-2.21806e-05,-3.69232e-05),(9.08039e-05,-4.18886e-05),0.00192818,10000,1.13094
94000,(-5.5741e-05,-6.99732e-05),(6.5894e-05,-7.52195e-05),0.00197009,10000,1.21748
96000,(-9.03438e-05,-9.05802e-05),(2.9575e-05,-9.55266e-05),0.00201201,10000,1.20021
98000,(-0.000125608,-9.51806e-05),(-1.18649e-05,-9.92936e-05),0.00205393,10000,1.13818
100000,(-0.000162769,-8.29797e-05),(-5.12504e-05,-8.58685e-05),0.00209585,10000,1.11556
